survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_87_8,Senegal-2010,87_8,87,8,49.419792,0.36363637,0.27272728,,,Authorized absence,Not his/her shift,1.0,1.0,1,No,11-50,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_87_5,Senegal-2010,87_5,87,5,49.419792,0.36363637,0.27272728,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_87_7,Senegal-2010,87_7,87,7,49.419792,0.36363637,0.27272728,,,Authorized absence,,1.0,1.0,1,No,11-50,,25-34,Nurse,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_87_0,Senegal-2010,87_0,87,0,49.419792,0.36363637,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_87_9,Senegal-2010,87_9,87,9,49.419792,0.36363637,0.27272728,,,Authorized absence,,1.0,1.0,1,No,11-50,,25-34,Nurse,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_87_1,Senegal-2010,87_1,87,1,49.419792,0.36363637,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_87_2,Senegal-2010,87_2,87,2,49.419792,0.36363637,0.27272728,,,,Authorized absence,1.0,1.0,1,No,11-50,35-44,,Nurse,Nurse,,Female,Yes,No,No,0.0,0.0,Yes,Yes,
Senegal-2010_87_10,Senegal-2010,87_10,87,10,49.419792,0.36363637,0.27272728,,,Authorized absence,,1.0,1.0,1,No,11-50,,45 or older,Nurse,Nurse,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_87_6,Senegal-2010,87_6,87,6,49.419792,0.36363637,0.27272728,,,,,1.0,1.0,1,No,11-50,25-34,35-44,Other,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_87_11,Senegal-2010,87_11,87,11,,0.36363637,0.27272728,,,Authorized absence,,,,1,No,11-50,45 or older,,Nurse,,,Female,No,,,,,,,
Senegal-2010_87_4,Senegal-2010,87_4,87,4,49.419792,0.36363637,0.27272728,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_3,Senegal-2010,88_3,88,3,43.36447,0.25,0.375,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_7,Senegal-2010,88_7,88,7,43.36447,0.25,0.375,Retard,,Other,Authorized absence,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,No,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_88_5,Senegal-2010,88_5,88,5,43.36447,0.25,0.375,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_0,Senegal-2010,88_0,88,0,43.36447,0.25,0.375,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_88_2,Senegal-2010,88_2,88,2,43.36447,0.25,0.375,Retard,,Other,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_1,Senegal-2010,88_1,88,1,43.36447,0.25,0.375,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_6,Senegal-2010,88_6,88,6,43.36447,0.25,0.375,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_88_4,Senegal-2010,88_4,88,4,43.36447,0.25,0.375,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_89_0,Senegal-2010,89_0,89,0,27.102795,0.0,0.2,,,,Not his/her shift,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_89_4,Senegal-2010,89_4,89,4,27.102795,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_89_2,Senegal-2010,89_2,89,2,27.102795,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_89_3,Senegal-2010,89_3,89,3,27.102795,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_89_1,Senegal-2010,89_1,89,1,27.102795,0.0,0.2,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_9_1,Senegal-2010,9_1,9,1,67.599266,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,,,,,Before 1990
Senegal-2010_9_0,Senegal-2010,9_0,9,0,67.599266,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,,,,,Before 1990
Senegal-2010_90_3,Senegal-2010,90_3,90,3,52.10792,0.1,0.1,,,,Authorized absence,1.0,1.0,1,No,6-10,,,Other,Other,,Female,Yes,No,No,,,,,
Senegal-2010_90_2,Senegal-2010,90_2,90,2,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_90_4,Senegal-2010,90_4,90,4,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_90_0,Senegal-2010,90_0,90,0,52.10792,0.1,0.1,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_90_6,Senegal-2010,90_6,90,6,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_90_1,Senegal-2010,90_1,90,1,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,7.0,Yes,Yes,After 2000
Senegal-2010_90_8,Senegal-2010,90_8,90,8,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_90_7,Senegal-2010,90_7,90,7,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_90_9,Senegal-2010,90_9,90,9,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_90_5,Senegal-2010,90_5,90,5,52.10792,0.1,0.1,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_91_5,Senegal-2010,91_5,91,5,42.86565,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_91_4,Senegal-2010,91_4,91,4,42.86565,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_91_0,Senegal-2010,91_0,91,0,42.86565,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_91_3,Senegal-2010,91_3,91,3,42.86565,0.0,0.0,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,5.0,Yes,Yes,After 2000
Senegal-2010_91_2,Senegal-2010,91_2,91,2,42.86565,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_91_1,Senegal-2010,91_1,91,1,42.86565,0.0,0.0,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_92_0,Senegal-2010,92_0,92,0,44.969376,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_92_2,Senegal-2010,92_2,92,2,44.969376,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_92_1,Senegal-2010,92_1,92,1,44.969376,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_92_3,Senegal-2010,92_3,92,3,44.969376,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_93_3,Senegal-2010,93_3,93,3,49.419792,0.0,0.33333334,,,,Not his/her shift,1.0,1.0,1,No,11-50,25-34,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_93_1,Senegal-2010,93_1,93,1,49.419792,0.0,0.33333334,,,Authorized absence,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Other,Nurse,Post-Secondary,Male,No,Yes,Yes,Ne sait pas,0.0,No,Yes,In the 1990s
Senegal-2010_93_6,Senegal-2010,93_6,93,6,,0.0,0.33333334,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_93_4,Senegal-2010,93_4,93,4,49.419792,0.0,0.33333334,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_93_0,Senegal-2010,93_0,93,0,49.419792,0.0,0.33333334,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_93_8,Senegal-2010,93_8,93,8,,0.0,0.33333334,,,,,,,1,No,11-50,45 or older,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_93_9,Senegal-2010,93_9,93,9,,0.0,0.33333334,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_93_7,Senegal-2010,93_7,93,7,,0.0,0.33333334,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_93_11,Senegal-2010,93_11,93,11,,0.0,0.33333334,,,Not his/her shift,,,,1,No,11-50,,,Other,,,Female,No,,,,,,,
Senegal-2010_93_10,Senegal-2010,93_10,93,10,,0.0,0.33333334,,,,,,,1,No,11-50,25-34,,Other,,,Female,Yes,,,,,,,
Senegal-2010_93_2,Senegal-2010,93_2,93,2,49.419792,0.0,0.33333334,,,,,1.0,1.0,1,Yes,11-50,45 or older,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_93_5,Senegal-2010,93_5,93,5,49.419792,0.0,0.33333334,,,,Not his/her shift,1.0,1.0,1,No,11-50,45 or older,25-34,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_94_4,Senegal-2010,94_4,94,4,88.17475,0.16666667,0.16666667,,,Not his/her shift,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_94_5,Senegal-2010,94_5,94,5,88.17475,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,20.0,0.0,Yes,Yes,After 2000
Senegal-2010_94_2,Senegal-2010,94_2,94,2,88.17475,0.16666667,0.16666667,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_94_0,Senegal-2010,94_0,94,0,88.17475,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_94_1,Senegal-2010,94_1,94,1,88.17475,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_94_3,Senegal-2010,94_3,94,3,88.17475,0.16666667,0.16666667,,,,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_95_4,Senegal-2010,95_4,95,4,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_95_3,Senegal-2010,95_3,95,3,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_95_6,Senegal-2010,95_6,95,6,158.95941,0.0,0.22222222,RETARD,,Other,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Secondary,Male,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_95_1,Senegal-2010,95_1,95,1,158.95941,0.0,0.22222222,,,,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_95_0,Senegal-2010,95_0,95,0,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_95_2,Senegal-2010,95_2,95,2,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_95_8,Senegal-2010,95_8,95,8,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_95_5,Senegal-2010,95_5,95,5,158.95941,0.0,0.22222222,,,,Not his/her shift,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_95_7,Senegal-2010,95_7,95,7,158.95941,0.0,0.22222222,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_96_2,Senegal-2010,96_2,96,2,93.637634,0.2,0.4,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_96_4,Senegal-2010,96_4,96,4,93.637634,0.2,0.4,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,5 or less,,,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_96_1,Senegal-2010,96_1,96,1,93.637634,0.2,0.4,,,,Authorized absence,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,No,,,,,In the 1990s
Senegal-2010_96_0,Senegal-2010,96_0,96,0,93.637634,0.2,0.4,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_96_3,Senegal-2010,96_3,96,3,93.637634,0.2,0.4,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_97_3,Senegal-2010,97_3,97,3,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_1,Senegal-2010,97_1,97,1,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_97_9,Senegal-2010,97_9,97,9,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_0,Senegal-2010,97_0,97,0,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_11,Senegal-2010,97_11,97,11,,0.09090909,0.09090909,,,,,,,1,No,11-50,25-34,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_97_8,Senegal-2010,97_8,97,8,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_97_4,Senegal-2010,97_4,97,4,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_2,Senegal-2010,97_2,97,2,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,Yes,11-50,Younger than 25,Younger than 25,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_7,Senegal-2010,97_7,97,7,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_5,Senegal-2010,97_5,97,5,181.06424,0.09090909,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_97_6,Senegal-2010,97_6,97,6,181.06424,0.09090909,0.09090909,,,,,1.0,1.0,1,No,11-50,45 or older,45 or older,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_97_10,Senegal-2010,97_10,97,10,181.06424,0.09090909,0.09090909,,,,Unauthorized absence,1.0,1.0,1,No,11-50,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_98_3,Senegal-2010,98_3,98,3,35.232986,0.16666667,0.33333334,,,Authorized absence,,1.0,1.0,1,Yes,6-10,35-44,35-44,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_98_4,Senegal-2010,98_4,98,4,35.232986,0.16666667,0.33333334,,,,Authorized absence,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_98_0,Senegal-2010,98_0,98,0,35.232986,0.16666667,0.33333334,,,,Official mission,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_98_2,Senegal-2010,98_2,98,2,35.232986,0.16666667,0.33333334,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_98_5,Senegal-2010,98_5,98,5,35.232986,0.16666667,0.33333334,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_98_1,Senegal-2010,98_1,98,1,35.232986,0.16666667,0.33333334,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_99_3,Senegal-2010,99_3,99,3,27.102795,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,45 or older,Other,Other,Primary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_99_2,Senegal-2010,99_2,99,2,27.102795,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_99_1,Senegal-2010,99_1,99,1,27.102795,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_99_4,Senegal-2010,99_4,99,4,27.102795,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,Younger than 25,Younger than 25,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_99_0,Senegal-2010,99_0,99,0,27.102795,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
