unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
50304_15,50304,15,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_34,50304,34,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_24,50304,24,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_10,50304,10,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,11.0,33.0,Nurse,,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50304_41,50304,41,Over 50,Over 50,Over 5,Other,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_42,50304,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_20,50304,20,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_47,50304,47,Over 50,Over 50,Over 5,Other,,Diploma,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_32,50304,32,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_3,50304,3,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,0,Official mission,No,,11.0,43.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50304_22,50304,22,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_14,50304,14,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_45,50304,45,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_49,50304,49,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_35,50304,35,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50708_1,50708,1,5 or less,5 or less,5 or less,Nurse,,Diploma,0,25-34,Yes,Yes,,Yes,Yes,2.0,1.0,Nurse,,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.5
50708_2,50708,2,5 or less,5 or less,5 or less,Nurse,,Certificate,Male,35-44,Yes,0,Authorised absence (permision/leave),Yes,,2.0,2.0,Nurse,,Certificate,Before 1990,Male,35-44,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.5
50712_26,50712,26,Over 50,Over 50,Over 5,Nurse,Primary,Certificate,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_32,50712,32,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_37,50712,37,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_46,50712,46,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_24,50712,24,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_2,50712,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,0,Training/seminar/meeting,Yes,,11.0,37.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.54545456
50712_16,50712,16,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_35,50712,35,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_27,50712,27,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_44,50712,44,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_17,50712,17,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,35-44,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_19,50712,19,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_36,50712,36,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_18,50712,18,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_15,50712,15,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_6,50712,6,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,11.0,3.0,Clinical Officer,Post-Secondary,Advanced,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.54545456
50712_43,50712,43,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,0,35-44,0,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_11,50712,11,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,0,0,"On call (pre on call, post on call)",No,,11.0,2.0,Doctor,Post-Secondary,,After 2000,Male,25-34,0.0,Training/seminar/meeting,,,1,1.0,Mozambique-2014,0.54545456
50712_10,50712,10,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,11.0,16.0,Nurse,,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.54545456
50712_42,50712,42,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_22,50712,22,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_40,50712,40,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_34,50712,34,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_9,50712,9,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,11.0,7.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.54545456
50712_5,50712,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,35-44,0,Yes,,No,,11.0,32.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,35-44,Yes,,A fazer revisões ou escrever no quadro,Yes,1,1.0,Mozambique-2014,0.54545456
50712_12,50712,12,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_30,50712,30,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_14,50712,14,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_7,50712,7,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,Yes,,11.0,42.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,25-34,Yes,,A preencher formulário de visita ou folha de honorários,Yes,1,1.0,Mozambique-2014,0.54545456
50712_25,50712,25,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_38,50712,38,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_13,50712,13,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_49,50712,49,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_33,50712,33,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_29,50712,29,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_3,50712,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,Yes,,11.0,38.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.54545456
50712_31,50712,31,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_23,50712,23,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_48,50712,48,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_50,50712,50,Over 50,Over 50,Over 5,Other,,,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_20,50712,20,Over 50,Over 50,Over 5,Nurse,,Diploma,0,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_28,50712,28,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_8,50712,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,11.0,25.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.54545456
50712_39,50712,39,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_4,50712,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,0,Yes,,No,,11.0,13.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.54545456
50712_1,50712,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,45 or older,Yes,Yes,,No,Yes,11.0,18.0,Nurse,,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.54545456
50712_41,50712,41,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_21,50712,21,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_47,50712,47,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50712_45,50712,45,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,Younger than 25,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.54545456
50715_1,50715,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Secondary,,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
50717_1,50717,1,5 or less,5 or less,5 or less,Other,,,0,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Other,,,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
50805_8,50805,8,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,26.0,Other,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
50805_20,50805,20,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_38,50805,38,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_26,50805,26,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_12,50805,12,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,0,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_42,50805,42,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_47,50805,47,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_16,50805,16,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_22,50805,22,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_41,50805,41,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_44,50805,44,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_13,50805,13,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_27,50805,27,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_43,50805,43,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_10,50805,10,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,0,Official mission,No,,11.0,15.0,Other,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A fazer revisões ou escrever no quadro,0.0,1,1.0,Mozambique-2014,0.45454547
50805_4,50805,4,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,11.0,49.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Marcando testes ou consultas,0.0,1,1.0,Mozambique-2014,0.45454547
50805_18,50805,18,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_19,50805,19,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_6,50805,6,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,30.0,Nurse,Post-Secondary,Diploma,After 2000,Male,35-44,0.0,Official mission,,,1,1.0,Mozambique-2014,0.45454547
50805_2,50805,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,Yes,No,11.0,7.0,Clinical Officer,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.45454547
50805_34,50805,34,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_30,50805,30,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_24,50805,24,Over 50,Over 50,Over 5,Clinical Officer,Primary,Diploma,Male,25-34,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_14,50805,14,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_46,50805,46,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_50,50805,50,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_28,50805,28,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_36,50805,36,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_11,50805,11,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,11.0,2.0,Doctor,Post-Secondary,,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.45454547
50805_17,50805,17,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_3,50805,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,11.0,21.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,A fazer revisões ou escrever no quadro,0.0,1,1.0,Mozambique-2014,0.45454547
50805_33,50805,33,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_29,50805,29,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_48,50805,48,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_45,50805,45,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_49,50805,49,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_32,50805,32,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_15,50805,15,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_7,50805,7,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,Yes,,Yes,,11.0,47.0,Nurse,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,A fazer revisões ou escrever no quadro,Yes,1,1.0,Mozambique-2014,0.45454547
50805_25,50805,25,Over 50,Over 50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_40,50805,40,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_35,50805,35,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_1,50805,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,35-44,Yes,Yes,,No,Yes,11.0,16.0,Other,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.45454547
50805_23,50805,23,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_39,50805,39,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,45 or older,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_5,50805,5,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,11.0,50.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.45454547
50805_9,50805,9,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,No,,11.0,46.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.45454547
50805_37,50805,37,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_31,50805,31,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
50805_21,50805,21,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.45454547
60108_3,60108,3,5 or less,5 or less,5 or less,Other,Secondary,Diploma,0,,0,0,Sickness/maternity,Yes,,3.0,2.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.33333334
60108_2,60108,2,5 or less,5 or less,5 or less,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,3.0,3.0,Other,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.33333334
60108_1,60108,1,5 or less,5 or less,5 or less,Other,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,3.0,1.0,Other,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,À espera que o paciente se dispa,Yes,1,1.0,Mozambique-2014,0.33333334
60301_2,60301,2,5 or less,5 or less,5 or less,Nurse,Primary,Certificate,0,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Primary,Certificate,Before 1990,0.0,45 or older,Yes,,À espera que o paciente se dispa,0.0,1,1.0,Mozambique-2014,0.0
60301_1,60301,1,5 or less,5 or less,5 or less,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,2.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.0
60305_3,60305,3,5 or less,5 or less,5 or less,Other,Post-Secondary,,Male,25-34,0,Yes,,Yes,,3.0,3.0,Other,Post-Secondary,,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6666667
60305_2,60305,2,5 or less,5 or less,5 or less,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,0,Official mission,Yes,,3.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6666667
60305_1,60305,1,5 or less,5 or less,5 or less,Other,Post-Secondary,,Male,Younger than 25,Yes,Yes,,Yes,Yes,3.0,1.0,Other,Post-Secondary,,After 2000,Male,Younger than 25,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.6666667
60309_20,60309,20,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
60309_12,60309,12,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
60309_19,60309,19,Over 50,11-50,Over 5,Other,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.2
