unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
31_2,31,2,Nurse,Male,25-34,Yes,0.0,In training/seminar,,Yes,2.0,2.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
310_4,310,4,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
310_3,310,3,Nurse,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
310_2,310,2,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
310_1,310,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
311_2,311,2,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
311_1,311,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
311_3,311,3,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
313_2,313,2,Nurse,0.0,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,0.0,0.0,Other (to specify),FACILITY LOCKED,,,,1,1.0,Uganda-2013,1.0
313_3,313,3,Other,0.0,Younger than 25,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,0.0,Other (to specify),FACILITY LOCKED,,,,1,1.0,Uganda-2013,1.0
313_1,313,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Other (to specify),FACILITY LOCKED,,,,1,1.0,Uganda-2013,1.0
314_3,314,3,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
314_4,314,4,Nurse,0.0,Younger than 25,0.0,0.0,Other (to specify),LATE,No,,,,,,,,,,,1,,Uganda-2013,1.0
314_1,314,1,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
314_5,314,5,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
314_2,314,2,Clinical Officer,Male,25-34,Yes,0.0,In training/seminar,,Yes,1.0,2.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
314_6,314,6,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,6.0,Clinical Officer,Male,0.0,Other (to specify),LEFT,,,,1,1.0,Uganda-2013,1.0
315_2,315,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
315_3,315,3,Other,0.0,Younger than 25,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
315_1,315,1,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
316_3,316,3,Other,0.0,Younger than 25,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
316_4,316,4,Doctor,0.0,45 or older,0.0,0.0,12.0,,Yes,4.0,4.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
316_2,316,2,Nurse,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
316_1,316,1,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
318_1,318,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
318_2,318,2,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.0
319_1,319,1,Doctor,0.0,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,0.0,0.0,12.0,,,,0.0,1,1.0,Uganda-2013,0.33333334
319_4,319,4,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
319_2,319,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Interpreting laboratory work or radiographs,DOING NOTHING,0.0,1,1.0,Uganda-2013,0.33333334
319_6,319,6,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
319_3,319,3,Nurse,0.0,45 or older,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.33333334
319_5,319,5,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
32_4,32,4,Nurse,0.0,25-34,Yes,0.0,Not approved Absence,,Yes,4.0,4.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,0.75
32_3,32,3,Other,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,3.0,3.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
32_1,32,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.75
32_2,32,2,Other,0.0,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.75
320_3,320,3,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
320_2,320,2,Nurse,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
320_1,320,1,Other,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
321_2,321,2,Nurse,0.0,Younger than 25,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
321_1,321,1,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
321_4,321,4,Nurse,0.0,35-44,Yes,0.0,Not approved Absence,,Yes,4.0,4.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.5
321_3,321,3,Doctor,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
322_3,322,3,Nurse,0.0,45 or older,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.33333334
322_1,322,1,Doctor,Male,25-34,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.33333334
322_2,322,2,Doctor,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Doctor,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.33333334
322_4,322,4,Other,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.33333334
323_1,323,1,Nurse,0.0,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
323_2,323,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.5
324_2,324,2,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
324_3,324,3,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,2.0,3.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
324_1,324,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
325_6,325,6,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_4,325,4,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,2.0,4.0,Clinical Officer,Male,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.2
325_13,325,13,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_1,325,1,Doctor,Male,25-34,Yes,0.0,Not approved Absence,,Yes,1.0,1.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.2
325_7,325,7,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_17,325,17,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_25,325,25,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_9,325,9,Clinical Officer,Male,35-44,Yes,0.0,Not approved Absence,,Yes,3.0,9.0,Clinical Officer,Male,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.2
325_24,325,24,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_12,325,12,Nurse,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_21,325,21,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_3,325,3,Other,0.0,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_5,325,5,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_23,325,23,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_22,325,22,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_20,325,20,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_10,325,10,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_18,325,18,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_19,325,19,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_2,325,2,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_14,325,14,Clinical Officer,0.0,Younger than 25,Yes,Yes,,,Yes,4.0,14.0,Clinical Officer,0.0,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.2
325_11,325,11,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_15,325,15,Clinical Officer,0.0,45 or older,Yes,Yes,,,Yes,5.0,15.0,Clinical Officer,0.0,Yes,,,Reviewing or writing in cart,,Yes,1,1.0,Uganda-2013,0.2
325_16,325,16,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
325_8,325,8,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.2
326_3,326,3,Nurse,0.0,25-34,0.0,0.0,12.0,,No,3.0,3.0,Nurse,0.0,0.0,Outreach,,,,,1,1.0,Uganda-2013,0.6
326_5,326,5,,,,,,,,,4.0,5.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,0.6
326_2,326,2,Clinical Officer,0.0,25-34,0.0,0.0,12.0,,No,2.0,2.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,,1,1.0,Uganda-2013,0.6
326_4,326,4,Nurse,0.0,45 or older,Yes,Yes,,,Yes,5.0,4.0,Nurse,0.0,0.0,Outreach,,,,,1,1.0,Uganda-2013,0.6
326_1,326,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
327_1,327,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.6666667
327_4,327,4,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_8,327,8,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_6,327,6,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_5,327,5,Nurse,0.0,25-34,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_9,327,9,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_7,327,7,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
327_3,327,3,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6666667
327_2,327,2,Doctor,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6666667
328_23,328,23,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_2,328,2,Doctor,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Doctor,Male,0.0,Other (to specify),OUT FOR LUNCH,,,,1,1.0,Uganda-2013,0.7
328_22,328,22,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_8,328,8,Clinical Officer,0.0,45 or older,Yes,0.0,Official mission,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_15,328,15,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,7.0,15.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.7
328_10,328,10,Nurse,Male,25-34,Yes,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_7,328,7,Clinical Officer,Male,25-34,Yes,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_21,328,21,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,9.0,21.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.7
328_5,328,5,Nurse,0.0,45 or older,Yes,Yes,,,Yes,5.0,5.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,Yes,1,1.0,Uganda-2013,0.7
328_16,328,16,Nurse,0.0,45 or older,Yes,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_12,328,12,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_4,328,4,Clinical Officer,0.0,35-44,Yes,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_25,328,25,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,10.0,25.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.7
328_14,328,14,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_24,328,24,Nurse,Male,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_20,328,20,Nurse,0.0,25-34,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_13,328,13,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_11,328,11,Nurse,0.0,25-34,Yes,0.0,Sick/maternity,,Yes,6.0,11.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
328_17,328,17,Nurse,0.0,45 or older,Yes,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_18,328,18,Nurse,0.0,45 or older,Yes,Yes,,,Yes,8.0,18.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
328_1,328,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
328_6,328,6,Clinical Officer,Male,45 or older,Yes,0.0,12.0,,Yes,4.0,6.0,Clinical Officer,Male,0.0,Other (to specify),OUT FOR LUNCH,,,,1,1.0,Uganda-2013,0.7
328_19,328,19,Nurse,Male,35-44,Yes,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_9,328,9,Clinical Officer,0.0,25-34,Yes,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.7
328_3,328,3,Doctor,Male,35-44,Yes,0.0,Not approved Absence,,Yes,3.0,3.0,Doctor,Male,0.0,Other (to specify),OUT FOR LUNCH,,,,1,1.0,Uganda-2013,0.7
329_2,329,2,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
329_1,329,1,Nurse,0.0,25-34,Yes,0.0,Official mission,,Yes,1.0,1.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
33_2,33,2,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
33_6,33,6,Nurse,0.0,35-44,0.0,0.0,Other (to specify),LEAVE,No,,,,,,,,,,,1,,Uganda-2013,1.0
33_4,33,4,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,4.0,4.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
33_3,33,3,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
33_1,33,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
33_7,33,7,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,1.0
33_5,33,5,Other,0.0,35-44,Yes,Yes,,,Yes,5.0,5.0,Other,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
33_8,33,8,Other,0.0,25-34,Yes,0.0,Other (to specify),STUDY LEAVA.,Yes,6.0,8.0,Other,0.0,0.0,Other (to specify),STUDY LEAVE,,,,1,1.0,Uganda-2013,1.0
330_2,330,2,Nurse,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
330_4,330,4,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
330_1,330,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.0
330_3,330,3,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
331_3,331,3,Clinical Officer,Male,25-34,Yes,0.0,Approved absence,,Yes,1.0,3.0,Clinical Officer,Male,0.0,Approved absence,,,,,1,1.0,Uganda-2013,1.0
331_1,331,1,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
331_2,331,2,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
332_4,332,4,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
332_5,332,5,Other,Male,25-34,0.0,0.0,Outreach,,No,,,,,,,,,,,1,,Uganda-2013,0.6666667
332_2,332,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.6666667
332_3,332,3,Nurse,0.0,25-34,Yes,0.0,Outreach,,Yes,3.0,3.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,PROJECT WORK,0.0,1,1.0,Uganda-2013,0.6666667
332_1,332,1,Doctor,Male,45 or older,Yes,0.0,Official mission,,Yes,1.0,1.0,Doctor,Male,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.6666667
333_2,333,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
333_3,333,3,Other,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
333_1,333,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),LUNCH,,,Yes,1,1.0,Uganda-2013,0.33333334
334_3,334,3,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
334_4,334,4,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
334_2,334,2,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
334_1,334,1,Doctor,Male,45 or older,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
334_5,334,5,Nurse,Male,35-44,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_7,335,7,Nurse,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_1,335,1,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
335_10,335,10,Other,Male,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_8,335,8,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_4,335,4,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_6,335,6,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_11,335,11,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_2,335,2,Clinical Officer,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
335_9,335,9,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_5,335,5,Nurse,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
335_3,335,3,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
336_4,336,4,Nurse,0.0,45 or older,Yes,Yes,,,Yes,3.0,4.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
336_2,336,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,Outreach,,,,,1,1.0,Uganda-2013,1.0
336_1,336,1,Doctor,0.0,35-44,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
336_5,336,5,Nurse,0.0,45 or older,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
336_3,336,3,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
336_6,336,6,Other,0.0,45 or older,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
337_25,337,25,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_21,337,21,Other,Male,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_19,337,19,Other,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_6,337,6,Nurse,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_7,337,7,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_4,337,4,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Clinical Officer,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.8333333
337_5,337,5,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_10,337,10,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_24,337,24,Other,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_2,337,2,Clinical Officer,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.8333333
337_17,337,17,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_11,337,11,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,5.0,11.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.8333333
337_12,337,12,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,6.0,12.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.8333333
337_1,337,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.8333333
337_3,337,3,Clinical Officer,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Clinical Officer,0.0,Yes,,,Arranging for tests or consultations,,0.0,1,1.0,Uganda-2013,0.8333333
337_14,337,14,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
337_9,337,9,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.8333333
