fac_id,staff_id,q110_cadre,q111_gender,q112_age,q113_does_regularly_perform_outp,q114_is_currently_in_the_facilit,q115_reason_for_absence,q115_b_other_specify,q117_cadre,q118_gender,q119_currently_in_facility,q120_reason_for_absence,q120_b_other_specify,q121_current_activity,q121_b_other_specify,q122_experience_salary_delay,q116b
13608,5,Clinical Officer,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,NO,ON STRIKE, ,, ,,5.0
13608,6,Clinical Officer,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13608,7,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13608,8,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,8.0
13608,9,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,YES,9.0
13608,10,Nurse,MALE,35-44,NO,YES,, ,Nurse,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,10.0
13608,11,Nurse,MALE,45 or older,NO,NO,SICK/MATERNITY, ,,,,,,,,,
13608,12,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
13608,13,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13608,14,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,14.0
13608,15,Nurse,MALE,45 or older,NO,YES,, ,,,,,,,,,
13608,16,Nurse,FEMALE,,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13608,17,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,17.0
13608,18,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,18.0
13608,19,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13608,20,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13608,21,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,21.0
13608,22,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13608,23,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
13608,24,Nurse,MALE,45 or older,NO,YES,, ,Nurse,FEMALE,NO,ON STRIKE, ,, ,,24.0
13608,25,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13614,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13614,2,Nurse,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,2.0
13626,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY), ,YES,1.0
13626,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13626,3,Nurse,MALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,3.0
13626,4,Other,MALE,35-44,NO,MISSING,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,4.0
13628,1,Nurse,MALE,45 or older,YES,YES,, ,Doctor,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13628,2,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13628,3,Other,MALE,35-44,NO,YES,, ,Other,MALE,NO,OFFICIAL MISSION, ,, ,,3.0
13628,4,Other,MALE,35-44,NO,YES,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,4.0
13641,1,Nurse,MALE,,YES,,, ,Nurse,MALE,YES,, ,OTHER (SPECIFY), ,YES,1.0
13641,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13641,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,3.0
13641,4,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,"FINDING MISSING OR PENDING LABORATORY INFORMATION, RADIOGRAPHS OR CHARTS", ,NO,4.0
13641,5,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0
13641,6,Clinical Officer,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,NO,IN TRAINING/SEMINAR, ,, ,,6.0
13641,7,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,7.0
13660,1,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,1.0
13660,2,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13660,3,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
13666,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,COMPLETING FORMS, ,YES,1.0
13666,2,Nurse,MALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,2.0
13666,3,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,3.0
13667,1,Nurse,MALE,35-44,NO,YES,, ,Nurse,MALE,YES,, ,OTHER (SPECIFY),ADMINISTRATIVE WORK,NO,1.0
13667,2,Doctor,MALE,45 or older,NO,YES,, ,Doctor,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
13667,3,Doctor,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13667,4,Doctor,MALE,25-34,NO,YES,, ,,,,,,,,,
13667,5,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
13667,6,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,6.0
13667,7,Clinical Officer,MALE,Younger than 25,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13667,8,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13667,9,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,, ,, ,,9.0
13667,10,Clinical Officer,MALE,Younger than 25,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13667,11,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13667,12,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13667,13,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,13.0
13667,14,Nurse,MALE,35-44,NO,YES,, ,,,,,,,,,
13667,15,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,15.0
13667,16,Nurse,FEMALE,Younger than 25,NO,YES,, ,,,,,,,,,
13667,17,Nurse,FEMALE,Younger than 25,NO,YES,, ,,,,,,,,,
13667,18,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,18.0
13667,19,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,CONSULTATION WITH OTHER PHYSICIAN OR STAFF, ,NO,19.0
13667,20,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,20.0
13667,21,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
13667,22,Nurse,FEMALE,35-44,NO,YES,, ,,,,,,,,,
13667,23,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
13667,24,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
13667,25,Other,MALE,Younger than 25,NO,YES,, ,,,,,,,,,
13731,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13731,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13731,3,Nurse,FEMALE,Younger than 25,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,3.0
13766,1,Clinical Officer,MALE,45 or older,YES,YES,, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,1.0
13766,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,2.0
13766,3,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
13766,4,Nurse,MALE,45 or older,YES,YES,, ,,,,,,,,,
13766,5,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,, ,, ,,5.0
13766,6,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
13766,7,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,7.0
13766,8,Nurse,MALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,8.0
13766,9,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
13766,10,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,10.0
13766,11,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,11.0
13766,12,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,, ,, ,,12.0
13766,13,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,13.0
13768,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13768,2,Nurse,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,MALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
13768,3,Other,FEMALE,Younger than 25,NO,NO,IN TRAINING/SEMINAR, ,Other,FEMALE,NO,IN TRAINING/SEMINAR, ,PERFORMING LABORATORY WORK, ,NO,3.0
13771,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,1.0
13771,2,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,2.0
13771,3,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,3.0
13771,4,Nurse,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,4.0
13771,5,Nurse,FEMALE,35-44,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,5.0
13771,6,Other,FEMALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,6.0
13771,7,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,OFFICIAL MISSION, ,, ,,7.0
13771,8,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,8.0
13791,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13791,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,OFFICIAL MISSION, ,, ,,2.0
13791,3,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
13791,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,4.0
13794,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,NO,OTHER (SPECIFY),NOBODY AVAILABLE TO GIVE REASN,, ,,1.0
13840,1,Clinical Officer,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Doctor,MALE,NO,IN TRAINING/SEMINAR, ,, ,,1.0
13840,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13840,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,3.0
13840,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
13840,5,Nurse,FEMALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,5.0
13840,6,Nurse,MALE,35-44,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,6.0
13840,7,Other,MALE,45 or older,NO,NO,NOT APPROVED ABSENCE, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
13841,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,NO,NOT APPROVED ABSENCE, ,, ,,1.0
13841,2,Clinical Officer,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,2.0
13841,3,Other,FEMALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,3.0
13841,4,Nurse,MALE,45 or older,NO,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,IN TRAINING/SEMINAR, ,, ,,4.0
13841,5,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
13841,6,Nurse,MALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13841,7,Nurse,FEMALE,35-44,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,7.0
13841,8,Nurse,FEMALE,45 or older,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,8.0
13841,9,Nurse,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,9.0
13841,10,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
13841,11,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
13852,1,Doctor,FEMALE,45 or older,NO,YES,, ,Doctor,FEMALE,NO,OTHER (SPECIFY),PREPARING FOR A BOARD MEETING,, ,,1.0
13852,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13852,3,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,3.0
13852,4,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,YES,4.0
13852,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0
13852,6,Clinical Officer,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
13852,7,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,7.0
13860,1,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,COMPLETING FORMS, ,NO,1.0
13860,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13860,3,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,3.0
13860,4,Nurse,MALE,45 or older,YES,NO,SICK/MATERNITY, ,Nurse,MALE,NO,SICK/MATERNITY, ,, ,,4.0
13873,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,NO,1.0
13873,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,2.0
13875,1,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,OTHER (SPECIFY),REPORTING OR RECORDING,NO,1.0
13875,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),HEALTH EDUCATION,NO,2.0
13875,3,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,OTHER (SPECIFY),PERFORMING DELIVERIES,YES,3.0
13875,4,Nurse,FEMALE,25-34,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
13875,5,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
13875,6,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
13875,7,Nurse,FEMALE,35-44,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,7.0
13875,8,Nurse,MALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,8.0
13875,9,Nurse,FEMALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
13875,10,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,10.0
13904,1,Clinical Officer,MALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13904,2,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,2.0
13904,3,Nurse,FEMALE,45 or older,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,OTHER (SPECIFY), ,, ,,3.0
13904,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,4.0
13904,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
13904,6,Other,FEMALE,25-34,NO,NO,IN TRAINING/SEMINAR, ,Other,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,6.0
13905,1,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,1.0
13905,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13905,3,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
13911,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,1.0
13911,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
13926,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13926,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13926,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
13926,4,Nurse,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,4.0
13929,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),ATTENDING VISITORS,NO,1.0
13929,2,Nurse,FEMALE,35-44,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
13929,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,3.0
13929,4,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,OTHER (SPECIFY),HAVING TEA,NO,4.0
13929,5,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,5.0
13929,6,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY),IN A MEETING,NO,6.0
13936,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,1.0
13936,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
13936,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,3.0
13936,4,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
13936,5,Other,MALE,35-44,NO,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
13936,6,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
13936,7,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,7.0
13936,8,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,8.0
13962,1,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,1.0
13962,2,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,2.0
13962,3,Nurse,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,3.0
13962,4,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,4.0
14033,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
14033,2,Clinical Officer,MALE,Younger than 25,YES,YES,, ,Clinical Officer,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
14033,3,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,3.0
14033,4,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
14033,5,Nurse,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
14033,6,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
14033,7,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,7.0
14033,8,Other,MALE,Younger than 25,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
14033,9,Other,FEMALE,45 or older,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY),SAMPLING,NO,9.0
14033,10,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
14033,11,Other,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
14033,12,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,LOOKING UP MEDICAL INFORMATION, ,NO,12.0
14039,1,Nurse,MALE,Younger than 25,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
14039,2,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
14048,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,NO,OTHER (SPECIFY), ,, ,,1.0
14048,2,Nurse,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,OTHER (SPECIFY), ,, ,,2.0
14048,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,OTHER (SPECIFY), ,, ,,3.0
14063,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0
14063,2,Clinical Officer,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
14063,3,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,3.0
14063,4,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,4.0
14063,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,YES,5.0
14063,6,Nurse,FEMALE,25-34,YES,YES,, ,,,,,,,,,
