fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,strate,weight_m1p,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,weight_m2,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,weight_m3
97,10,109,41,Nurse,Femme,35-44,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,10.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Non,Absence non-approuvée,,181.06424
97,4,109,41,Other,Homme,Younger than 25,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,5,109,41,Nurse,Femme,45 or older,Non,Non,Pas sa période de travail,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,5.0,non,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,2ieme,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,11,109,41,Nurse,Femme,25-34,Non,Oui,,,11-50,4,15.088686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2,109,41,Other,Femme,Younger than 25,Oui,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
98,5,38,56,Nurse,Homme,45 or older,Oui,Oui,,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Oui,,,35.232986
98,2,38,56,Other,Femme,25-34,Oui,Oui,,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Oui,,,35.232986
98,4,38,56,Nurse,Homme,45 or older,Oui,Oui,,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Non,Absence approuvée,,35.232986
98,3,38,56,Other,Femme,35-44,Oui,Non,Absence approuvée,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,3.0,non,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Oui,,,35.232986
98,0,38,56,Nurse,Homme,45 or older,Oui,Oui,,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Non,En mission officielle,,35.232986
98,1,38,56,Nurse,Femme,45 or older,Oui,Oui,,,6-10,8,5.8721647,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,35.232986,38.0,41.0,4.0,16.0,56.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,9.0,30.0,9.0,40.0,Oui,,,35.232986
99,2,26,26,Other,Femme,45 or older,Non,Oui,,,5 or less,1,5.420559,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,27.102795,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,40.0,11.0,58.0,Oui,,,27.102795
99,1,26,26,Other,Femme,25-34,Non,Oui,,,5 or less,1,5.420559,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,27.102795,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,40.0,11.0,58.0,Oui,,,27.102795
99,3,26,26,Other,Homme,25-34,Oui,Oui,,,5 or less,1,5.420559,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,27.102795,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,40.0,11.0,58.0,Oui,,,27.102795
99,4,26,26,Other,Femme,Younger than 25,Oui,Oui,,,5 or less,1,5.420559,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,Younger than 25,Post-Secondary,After 2000,,,,,1ere,27.102795,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,40.0,11.0,58.0,Oui,,,27.102795
99,0,26,26,Nurse,Femme,35-44,Oui,Oui,,,5 or less,1,5.420559,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,27.102795,26.0,51.0,1.0,4.0,26.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,40.0,11.0,58.0,Oui,,,27.102795
100,0,99,95,Nurse,Homme,25-34,Oui,Oui,,,5 or less,20,5.2620616,99.0,81.0,10.0,38.0,95.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,10.524123,99.0,81.0,10.0,38.0,95.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,36.0,11.0,0.0,Oui,,,10.524123
100,1,99,95,Other,Femme,25-34,Non,Oui,,,5 or less,20,5.2620616,99.0,81.0,10.0,38.0,95.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,10.524123,99.0,81.0,10.0,38.0,95.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,36.0,11.0,0.0,Oui,,,10.524123
101,5,147,67,Other,Femme,35-44,Non,Oui,,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Oui,,,54.752663
101,1,147,67,Nurse,Homme,35-44,Oui,Oui,,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,35-44,Post-Secondary,After 2000,5.0,Oui,5.0,Oui,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Oui,,,54.752663
101,0,147,67,Nurse,Femme,25-34,Non,Oui,,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Oui,,,54.752663
101,4,147,67,Nurse,Femme,35-44,Non,Oui,,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Oui,,,54.752663
101,3,147,67,Nurse,Femme,,Non,Non,Pas sa période de travail,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,3.0,non,,,,,,,,,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Non,Pas sa période de travail,,54.752663
101,2,147,67,Nurse,Femme,25-34,Non,Oui,,,6-10,12,9.125443,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,5.0,Oui,5.0,Oui,1ere,54.752663,147.0,31.0,6.0,21.0,67.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,12.0,50.0,13.0,15.0,Oui,,,54.752663
102,2,146,70,Nurse,Homme,25-34,Oui,Oui,,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,In the 1990s,,,,,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Oui,,,31.264751
102,1,146,70,Nurse,Femme,,Oui,Non,Congés maladie/maternité,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,1.0,non,Nurse,,,,,,,,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Non,Absence approuvée,,31.264751
102,3,146,70,Nurse,Femme,45 or older,Non,Oui,,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Oui,,,31.264751
102,5,146,70,Nurse,Femme,45 or older,Non,Oui,,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Nurse,45 or older,Primary,,0.0,Oui,0.0,Oui,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Oui,,,31.264751
102,0,146,70,Nurse,Femme,25-34,Oui,Oui,,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Oui,,,31.264751
102,4,146,70,Nurse,Femme,45 or older,Non,Oui,,,6-10,12,5.210792,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,31.264751,146.0,21.0,6.0,23.0,70.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,9.0,41.0,10.0,22.0,Oui,,,31.264751
103,1,35,51,Other,Femme,25-34,Non,Oui,,,5 or less,8,17.662157,35.0,52.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,70.64863,35.0,51.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,53.0,11.0,58.0,Non,Pas sa période de travail,,70.64863
103,0,35,51,Nurse,Homme,25-34,Oui,Oui,,,5 or less,8,17.662157,35.0,52.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Non,0.0,Non,1ere,70.64863,35.0,51.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,53.0,11.0,58.0,Oui,,,70.64863
103,3,35,51,Nurse,Femme,45 or older,Non,Non,Absence approuvée,,5 or less,8,17.662157,35.0,52.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,non,Nurse,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,70.64863,35.0,51.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,53.0,11.0,58.0,Oui,,,70.64863
103,2,35,51,Nurse,Femme,35-44,Non,Oui,,,5 or less,8,17.662157,35.0,52.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,70.64863,35.0,51.0,4.0,14.0,51.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,53.0,11.0,58.0,Oui,,,70.64863
104,3,98,94,Other,Femme,Younger than 25,Non,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Oui,,,36.83443
104,4,98,94,Other,Femme,Younger than 25,Non,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Oui,,,36.83443
104,6,98,94,Nurse,Femme,25-34,Non,Non,Pas sa période de travail,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,6.0,non,Nurse,25-34,,,,,,,2ieme,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Non,Absence non-approuvée,,36.83443
104,1,98,94,Nurse,Homme,25-34,Oui,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Oui,,,36.83443
104,0,98,94,Nurse,Femme,35-44,Oui,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,1.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Oui,,,36.83443
104,2,98,94,Other,Femme,25-34,Non,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Oui,,,36.83443
104,5,98,94,Nurse,Femme,45 or older,Non,Oui,,,6-10,20,5.2620616,98.0,91.0,10.0,38.0,94.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,36.83443,98.0,92.0,10.0,38.0,94.0,Questionnaire complet,Oui,91.0,Questionnaire complet,Oui,3.0,12.0,0.0,12.0,8.0,Non,Absence non-approuvée,,36.83443
105,2,1,25,Other,Femme,25-34,Non,Non,Congés maladie/maternité,,5 or less,1,5.420559,1.0,71.0,1.0,4.0,25.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,non,Other,25-34,,,,,,,1ere,21.682236,1.0,72.0,1.0,4.0,25.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,45.0,11.0,0.0,Non,Congés maladie/maternité,,21.682236
105,1,1,25,Other,Femme,25-34,Non,Oui,,,5 or less,1,5.420559,1.0,71.0,1.0,4.0,25.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,21.682236,1.0,72.0,1.0,4.0,25.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,45.0,11.0,0.0,Oui,,,21.682236
105,0,1,25,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,1,5.420559,1.0,71.0,1.0,4.0,25.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.682236,1.0,72.0,1.0,4.0,25.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,45.0,11.0,0.0,Oui,,,21.682236
105,3,1,25,Other,Femme,35-44,Non,Oui,,,5 or less,1,5.420559,1.0,71.0,1.0,4.0,25.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,21.682236,1.0,72.0,1.0,4.0,25.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,45.0,11.0,0.0,Oui,,,21.682236
106,3,87,66,Other,Femme,25-34,Non,Oui,,,5 or less,12,9.125443,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,10.0,Oui,1ere,36.501774,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,10.0,30.0,Oui,,,36.501774
106,1,87,66,Nurse,Femme,25-34,Non,Oui,,,5 or less,12,9.125443,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,10.0,Oui,1ere,36.501774,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,10.0,30.0,Oui,,,36.501774
106,2,87,66,Nurse,Femme,45 or older,Non,Oui,,,5 or less,12,9.125443,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Primary,After 2000,0.0,Oui,10.0,Oui,1ere,36.501774,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,10.0,30.0,Non,Absence approuvée,,36.501774
106,0,87,66,Nurse,Femme,35-44,Oui,Oui,,,5 or less,12,9.125443,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,36.501774,87.0,12.0,6.0,21.0,66.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,9.0,0.0,10.0,30.0,Oui,,,36.501774
107,2,104,35,Nurse,Femme,Younger than 25,Oui,Oui,,,5 or less,4,15.538471,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Primary,After 2000,39.0,Oui,40.0,Oui,1ere,46.615414,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,32.0,10.0,48.0,Oui,,,46.615414
107,1,104,35,Other,Homme,25-34,Non,Oui,,,5 or less,4,15.538471,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,Younger than 25,Secondary,After 2000,30.0,Oui,60.0,Oui,1ere,46.615414,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,32.0,10.0,48.0,Oui,,,46.615414
107,0,104,35,Nurse,Homme,25-34,Oui,Oui,,,5 or less,4,15.538471,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,2.0,Oui,0.0,Oui,1ere,46.615414,104.0,91.0,2.0,6.0,35.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,10.0,32.0,10.0,48.0,Oui,,,46.615414
108,3,39,50,Other,Femme,Younger than 25,Oui,Oui,,,5 or less,7,23.973309,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,Younger than 25,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,95.893234,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,13.0,11.0,22.0,Oui,,,95.893234
108,2,39,50,Other,Homme,25-34,Oui,Oui,,,5 or less,7,23.973309,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,95.893234,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,13.0,11.0,22.0,Oui,,,95.893234
108,0,39,50,Nurse,Homme,35-44,Oui,Oui,,,5 or less,7,23.973309,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,95.893234,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,13.0,11.0,22.0,Oui,,,95.893234
108,1,39,50,Nurse,Femme,25-34,Oui,Oui,,,5 or less,7,23.973309,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,95.893234,39.0,41.0,4.0,12.0,50.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,13.0,11.0,22.0,Oui,,,95.893234
109,2,97,98,Other,Homme,,Non,Non,Autre (à spécifier),DEUIL,6-10,19,57.903713,97.0,32.0,10.0,35.0,98.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,2.0,non,Other,,,,,,,,1ere,405.326,97.0,31.0,10.0,35.0,98.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,0.0,11.0,15.0,Non,Autre,DEUIL,405.326
109,4,97,98,Nurse,Femme,25-34,Non,Oui,,,6-10,19,57.903713,97.0,32.0,10.0,35.0,98.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,405.326,97.0,31.0,10.0,35.0,98.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,0.0,11.0,15.0,Oui,,,405.326
