unique_id,fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,abs_wt,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,has_roster,has_absentee,has_absentee2,country,absence_rate,absence_rate2
54_1,54,1,4,4,Nurse,0,45 or older,Oui,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,Ne sait pas,Oui,Ne sait pas,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_5,55,5,6,5,Other,0,Younger than 25,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,Younger than 25,Secondary,After 2000,0.0,Oui,7.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_1,55,1,6,5,Nurse,0,35-44,Oui,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_4,55,4,6,5,Other,0,45 or older,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,45 or older,Secondary,Before 1990,5.0,Oui,6.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_7,55,7,6,5,Other,Homme,45 or older,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,7.0,oui,Other,45 or older,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_2,55,2,6,5,Other,Homme,35-44,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_6,55,6,6,5,Other,0,35-44,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,7.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_3,55,3,6,5,Other,0,45 or older,0,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,6.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
55_0,55,0,6,5,Nurse,Homme,35-44,Oui,Oui,,,6-10,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,35.425976,6.0,81.0,1.0,1.0,5.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,10.0,5.0,12.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
56_0,56,0,94,82,Nurse,0,25-34,Oui,Oui,,,5 or less,94.0,21.0,8.0,28.0,82.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,30.0,Oui,30.0,Oui,1ere,21.412548,94.0,22.0,8.0,28.0,82.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,13.0,0.0,13.0,19.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
56_1,56,1,94,82,Other,Homme,25-34,0,Oui,,,5 or less,94.0,21.0,8.0,28.0,82.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,21.412548,94.0,22.0,8.0,28.0,82.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,13.0,0.0,13.0,19.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
56_2,56,2,94,82,Nurse,0,45 or older,0,Oui,,,5 or less,94.0,21.0,8.0,28.0,82.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,21.412548,94.0,22.0,8.0,28.0,82.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,13.0,0.0,13.0,19.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
57_2,57,2,133,104,Other,Homme,35-44,0,Oui,,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Secondary,After 2000,3.0,Oui,4.0,Oui,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_4,57,4,133,104,Nurse,0,25-34,0,0,12.0,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Nurse,25-34,,,,,,,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_3,57,3,133,104,Other,0,35-44,0,Oui,,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_6,57,6,133,104,Other,0,25-34,0,0,12.0,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,6.0,0.0,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_1,57,1,133,104,Other,0,25-34,Oui,Oui,,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,Ne sait pas,0.0,Ne sait pas,0.0,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_5,57,5,133,104,Nurse,0,45 or older,0,0,Absence approuvée,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,5.0,0.0,Nurse,45 or older,,,,,,,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
57_0,57,0,133,104,Nurse,0,25-34,Oui,Oui,,,6-10,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,29.205452,133.0,71.0,10.0,37.0,104.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,45.0,8.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.42857143,0.2857143
58_5,58,5,148,75,Nurse,0,25-34,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_1,58,1,148,75,Other,Homme,45 or older,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_2,58,2,148,75,Other,Homme,25-34,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_4,58,4,148,75,Nurse,0,35-44,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Nurse,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_0,58,0,148,75,Nurse,Homme,35-44,Oui,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_6,58,6,148,75,Other,Homme,45 or older,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
58_3,58,3,148,75,Nurse,0,35-44,0,Oui,,,6-10,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,83.0468,148.0,12.0,5.0,17.0,75.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,8.0,45.0,9.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
59_4,59,4,91,80,Nurse,0,35-44,0,0,12.0,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,4.0,0.0,Nurse,35-44,,,,,,,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
59_1,59,1,91,80,Other,0,Younger than 25,0,Oui,,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,Younger than 25,Secondary,After 2000,,,,,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
59_2,59,2,91,80,Nurse,0,35-44,0,Oui,,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,35-44,Secondary,After 2000,27.0,Oui,15.0,Oui,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
59_5,59,5,91,80,Other,Homme,25-34,0,Oui,,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,25-34,Secondary,In the 1990s,5.0,Oui,0.0,Oui,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
59_3,59,3,91,80,Nurse,0,35-44,0,0,Absence approuvée,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,0.0,Nurse,35-44,,,,,,,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
59_0,59,0,91,80,Nurse,Homme,45 or older,Oui,Oui,,,6-10,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,112.365166,91.0,12.0,8.0,29.0,80.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
6_0,6,0,149,151,Other,Homme,35-44,0,Oui,,,5 or less,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Other,35-44,Secondary,After 2000,,,,,1ere,41.609673,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,50.0,9.0,55.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.33333334,1.0
6_1,6,1,149,151,Other,Homme,45 or older,0,Oui,,,5 or less,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,45 or older,Primary,After 2000,,,,,1ere,41.609673,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,50.0,9.0,55.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.33333334,1.0
6_2,6,2,149,151,Nurse,0,25-34,0,0,Parti récupérer son salaire,,5 or less,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,Oui,2.0,0.0,Nurse,25-34,,,,,,,1ere,41.609673,149.0,12.0,5.0,17.0,151.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,3.0,9.0,50.0,9.0,55.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.33333334,1.0
60_2,60,2,136,28,Nurse,0,45 or older,0,Oui,,,5 or less,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,17.10395,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,20.0,8.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
60_0,60,0,136,28,Nurse,Homme,25-34,Oui,Oui,,,5 or less,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,17.10395,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,20.0,8.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
60_3,60,3,136,28,Other,Homme,25-34,0,Oui,,,5 or less,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,20.0,8.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
60_1,60,1,136,28,Nurse,0,25-34,0,Oui,,,5 or less,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,Ne sait pas,0.0,Ne sait pas,0.0,1ere,17.10395,136.0,91.0,2.0,5.0,28.0,Questionnaire complet,Oui,92.0,Questionnaire complet,Oui,3.0,8.0,20.0,8.0,27.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
61_7,61,7,14,19,Other,0,,0,0,12.0,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
61_3,61,3,14,19,Other,0,35-44,0,Oui,,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,6.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_11,61,11,14,19,Other,Homme,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
61_12,61,12,14,19,Other,0,,0,0,12.0,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
61_1,61,1,14,19,Nurse,0,45 or older,Oui,Oui,,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_8,61,8,14,19,Other,0,35-44,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
61_6,61,6,14,19,Other,0,25-34,0,Oui,,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,11.0,oui,Other,35-44,Post-Secondary,In the 1990s,1.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_9,61,9,14,19,Other,0,,0,0,12.0,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
61_5,61,5,14,19,Other,0,,0,0,En mission officielle,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,10.0,oui,Other,25-34,Post-Secondary,In the 1990s,2.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_2,61,2,14,19,Other,0,25-34,0,0,12.0,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_4,61,4,14,19,Other,0,35-44,0,0,En mission officielle,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,8.0,oui,Other,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_0,61,0,14,19,Nurse,0,45 or older,Oui,Oui,,,11-50,14.0,32.0,1.0,4.0,19.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,2.0,Oui,0.0,Oui,1ere,70.46727,14.0,31.0,1.0,4.0,19.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,11.0,15.0,11.0,30.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.0,0.2857143
61_10,61,10,14,19,Other,0,25-34,0,Oui,,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Senegal-2010,0.0,0.2857143
62_1,62,1,23,20,Other,0,35-44,0,Oui,,,5 or less,23.0,51.0,1.0,4.0,20.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,27.102795,23.0,52.0,1.0,4.0,20.0,Questionnaire complet,Oui,51.0,Questionnaire complet,Oui,2.0,12.0,30.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.2
62_4,62,4,23,20,Other,0,45 or older,0,Oui,,,5 or less,23.0,51.0,1.0,4.0,20.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,45 or older,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,27.102795,23.0,52.0,1.0,4.0,20.0,Questionnaire complet,Oui,51.0,Questionnaire complet,Oui,2.0,12.0,30.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.2
62_2,62,2,23,20,Other,0,,0,0,Absence approuvée,,5 or less,23.0,51.0,1.0,4.0,20.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,0.0,Other,,,,,,,,1ere,27.102795,23.0,52.0,1.0,4.0,20.0,Questionnaire complet,Oui,51.0,Questionnaire complet,Oui,2.0,12.0,30.0,12.0,45.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.2,0.2
62_3,62,3,23,20,Other,0,25-34,0,Oui,,,5 or less,23.0,51.0,1.0,4.0,20.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,27.102795,23.0,52.0,1.0,4.0,20.0,Questionnaire complet,Oui,51.0,Questionnaire complet,Oui,2.0,12.0,30.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.2
62_0,62,0,23,20,Nurse,0,45 or older,Oui,Oui,,,5 or less,23.0,51.0,1.0,4.0,20.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,27.102795,23.0,52.0,1.0,4.0,20.0,Questionnaire complet,Oui,51.0,Questionnaire complet,Oui,2.0,12.0,30.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.2,0.2
