fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17
242,32,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Non,Non,Absence autorisée (permission/congé),Oui,non,,10.0,32.0,Other,Secondary,Advanced,Homme,25-34,Non,Absence autorisée (permission/congé),,,,Responsable
242,33,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Non,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
242,34,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Non,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
243,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,Non,After 2000,Individu
243,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,3,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,4.0,3.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
243,4,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,7.0,4.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
243,5,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,6,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
243,7,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,6.0,7.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Autre,Oui,After 2000,Individu
243,8,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
243,9,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,10,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,11,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,12,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,13,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,14,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,14.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
243,15,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,8.0,15.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,Before 1990,Individu
243,16,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,17,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,11.0,17.0,Nurse,Secondary,Diploma,Homme,35-44,Non,Absence autorisée (permission/congé),,,,Collègue
243,18,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,19,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
243,20,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,35-44,Oui,Non,Absence autorisée (permission/congé),Oui,non,,2.0,20.0,Nurse,Primary,Certificate,Homme,35-44,Non,Absence autorisée (permission/congé),,,,Responsable
243,21,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,22,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,23,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
243,25,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
243,26,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,27,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,28,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
243,29,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,30,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
243,31,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
243,32,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,33,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,33.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu
243,34,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,35,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,36,Over 50,11-50,Over 5,Other,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
243,37,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,9.0,37.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Absence autorisée (permission/congé),,,,Collègue
243,38,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,39,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
243,40,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
243,41,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Oui,non,,10.0,41.0,Other,Secondary,Diploma,Femme,25-34,Non,Absence autorisée (permission/congé),,,,Collègue
243,42,Over 50,11-50,Over 5,Other,Secondary,Diploma,Femme,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Traitement de dossiers/élaboration de rapports,Non,Before 1990,Individu
244,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,3,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,4,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,11,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Oui,Oui,,6.0,11.0,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
244,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,non,,11.0,12.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
244,13,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,14,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,15,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,16,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,17,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,5.0,17.0,Nurse,Secondary,Advanced,Homme,45 or older,Non,Est allé retirer son salaire,,,,Collègue
244,18,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,2.0,18.0,Nurse,Secondary,Advanced,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable
244,19,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,Younger than 25,Oui,Oui,,Oui,non,,9.0,19.0,Other,Secondary,Advanced,Femme,Younger than 25,Non,Absence autorisée (permission/congé),,,,Collègue
244,20,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,22,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,22.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
244,23,Over 50,11-50,Over 5,Other,Primary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,24,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
244,27,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Non,Absence autorisée (permission/congé),Oui,non,,10.0,28.0,Nurse,Secondary,Advanced,Femme,45 or older,Non,Absence autorisée (permission/congé),,,,Collègue
244,29,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
244,30,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,Oui,,8.0,30.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu
244,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,31.0,Nurse,Secondary,Advanced,Femme,25-34,Oui,,Discussion avec collègues/réunion/Staff,Non,After 2000,Individu
244,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
244,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,34,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,35,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,36,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
244,37,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,37.0,Nurse,Primary,Diploma,Homme,45 or older,Non,Mission officielle,,,,Collègue
244,38,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
244,39,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Maladie/maternité,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Non,Maladie/maternité,,,,Collègue
245,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,3,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Oui,non,,5.0,3.0,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,,Consultation/visite de malade,Non,After 2000,Individu
245,4,Over 50,11-50,Over 5,Nurse,Primary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,5,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,7,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,8,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Oui,non,,8.0,9.0,Nurse,Secondary,Diploma,Femme,25-34,Oui,,Laboratoires/examens/radios,Non,After 2000,Collègue
245,10,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,11,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,12,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,13,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,14,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,15,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,17,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,18,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,19,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,20,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,
245,21,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
245,22,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,23,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,24,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,9.0,24.0,Other,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,In the 1990s,Individu
245,25,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,26,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,26.0,Other,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Non,Before 1990,Individu
245,27,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,4.0,27.0,Other,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,Non,After 2000,Individu
245,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,29,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,30,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Oui,non,,10.0,31.0,Nurse,Secondary,Advanced,Femme,45 or older,Oui,,Laboratoires/examens/radios,Non,Before 1990,Collègue
245,32,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,34,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,35,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,35.0,Nurse,Secondary,Advanced,Femme,35-44,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Individu
245,36,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,37,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,38,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,39,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,Oui,non,,6.0,39.0,Nurse,Secondary,Diploma,Femme,35-44,Oui,,Laboratoires/examens/radios,Non,After 2000,Collègue
245,40,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,Younger than 25,Oui,Oui,,Oui,Oui,,11.0,40.0,Nurse,Secondary,Diploma,Femme,Younger than 25,Oui,,Laboratoires/examens/radios,Non,After 2000,Collègue
245,41,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,42,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,43,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Femme,25-34,Oui,Non,Maladie/maternité,Non,non,,,,,,,,,,,,,,
245,44,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,45,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
245,46,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,47,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,2.0,47.0,Nurse,Secondary,Diploma,Femme,25-34,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Individu
245,48,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
245,49,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,
245,50,Over 50,11-50,Over 5,Other,Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
246,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,Formation/séminaire/réunion,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Femme,45 or older,Non,Formation/séminaire/réunion,,,,Collègue
246,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Non,Mission officielle,Non,non,,,,,,,,,,,,,,
246,3,Over 50,11-50,Over 5,Doctor,,,,,Oui,Non,Absence non autorisée,Oui,non,,2.0,3.0,Nurse,Post-Secondary,Advanced,Femme,25-34,Non,Maladie/maternité,,,,Collègue
246,4,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,4.0,Doctor,Post-Secondary,Advanced,Femme,45 or older,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
246,5,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,6,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,7,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,9,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
246,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,Younger than 25,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,
246,11,Over 50,11-50,Over 5,Nurse,,,,,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,4.0,11.0,Nurse,Primary,Diploma,Femme,-9.0,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
246,12,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Femme,,Oui,Oui,,Oui,non,,5.0,12.0,Nurse,Post-Secondary,Advanced,Femme,-9.0,Non,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue
246,13,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,14,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,6.0,14.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Non,-9.0,,,,Collègue
246,15,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,16,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,,Oui,Oui,,Non,non,,,,,,,,,,,,,,
246,17,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Femme,,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
246,18,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,
246,19,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Femme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,
